timestamp_ns,传感器类型,ax(m/s²),ay(m/s²),az(m/s²),纬度,经度,速度(m/s),航向角(°),gx(rad/s),gy(rad/s),gz(rad/s)
70052677251657,加速度计,-1.9489,8.5575,4.0755,,,,,,,
70052674756084,陀螺仪,,,,,,,,-0.0137,0.1189,0.2401
70052687269417,加速度计,-1.3838,8.0493,5.1870,,,,,,,
70052694792230,陀螺仪,,,,,,,,-0.0623,0.0929,0.2388
70052697287594,加速度计,-1.3886,7.5052,7.0180,,,,,,,
70052707305927,加速度计,-0.4681,7.5064,8.9585,,,,,,,
70052717324261,加速度计,0.6788,7.9386,6.9163,,,,,,,
70052714828896,陀螺仪,,,,,,,,0.0012,0.0977,0.2320
70052727342594,加速度计,0.4429,7.3723,5.3056,,,,,,,
70052737360927,加速度计,1.4874,6.0226,5.4833,,,,,,,
70052734865563,陀螺仪,,,,,,,,0.0084,0.1140,0.2081
70052747379261,加速度计,2.4421,5.6186,8.2319,,,,,,,
70052757397594,加速度计,1.5113,8.7023,5.7646,,,,,,,
70052754902230,陀螺仪,,,,,,,,0.0397,0.1309,0.1521
70052767415927,加速度计,1.7831,7.4364,8.3749,,,,,,,
70052777437125,加速度计,1.2923,7.0539,8.0194,,,,,,,
70052774946240,陀螺仪,,,,,,,,0.0174,0.1362,0.0770
70052787463115,加速度计,1.3880,4.9554,8.6161,,,,,,,
70052797476032,加速度计,1.2935,5.8167,7.2502,,,,,,,
70052794979313,陀螺仪,,,,,,,,0.0446,0.0976,0.0224
70052807489209,加速度计,1.9872,6.2303,7.9553,,,,,,,
70052817502802,加速度计,0.8697,6.0430,8.0020,,,,,,,
70052815006292,陀螺仪,,,,,,,,0.0509,0.0502,-0.0936
70052827516813,加速度计,1.4676,6.4631,7.5836,,,,,,,
70052837531500,加速度计,1.4012,4.6819,7.4394,,,,,,,
70052835035302,陀螺仪,,,,,,,,0.0868,-0.0145,-0.2514
70052847547021,加速度计,2.5851,5.9699,6.5272,,,,,,,
70052857563375,加速度计,0.7721,8.4408,6.1124,,,,,,,
70052855067594,陀螺仪,,,,,,,,0.1240,-0.0346,-0.3882
70052867580563,加速度计,0.5614,8.5156,6.6260,,,,,,,
70052875103219,陀螺仪,,,,,,,,0.0455,-0.1045,-0.4338
70052877598584,加速度计,0.9194,6.8953,7.7554,,,,,,,
70052887617438,加速度计,1.0942,5.1421,7.4160,,,,,,,
70052895142177,陀螺仪,,,,,,,,0.0409,-0.1687,-0.5001
70052897637125,加速度计,2.3385,5.7664,7.6656,,,,,,,
70052907657646,加速度计,0.6003,7.8308,6.2423,,,,,,,
70052917678740,加速度计,1.4126,7.8925,7.7698,,,,,,,
70052915184105,陀螺仪,,,,,,,,0.0525,-0.2052,-0.6175
70052927700250,加速度计,-0.2107,8.3438,5.5905,,,,,,,
70052935227750,陀螺仪,,,,,,,,0.0059,-0.2985,-0.7005
70052937722177,加速度计,-0.1861,6.4099,6.7475,,,,,,,
70052947744261,加速度计,0.1861,6.7014,6.4985,,,,,,,
70052957766344,加速度计,0.1101,4.8632,7.2544,,,,,,,
70052955271917,陀螺仪,,,,,,,,0.0063,-0.3955,-0.8442
70052967787646,加速度计,-1.0654,6.7050,9.1345,,,,,,,
70052975311188,陀螺仪,,,,,,,,0.0277,-0.4635,-0.9442
70052977806657,加速度计,0.0617,7.8775,6.3123,,,,,,,
70052987824573,加速度计,-0.3950,5.9268,7.6124,,,,,,,
70052997842490,加速度计,-0.9284,5.3738,7.7381,,,,,,,
70052995347021,陀螺仪,,,,,,,,-0.0152,-0.5575,-0.9180
70053007860407,加速度计,-0.1987,8.6084,10.9702,,,,,,,
70053017878323,加速度计,-0.0754,4.5107,10.9648,,,,,,,
70053015382855,陀螺仪,,,,,,,,0.0278,-0.6693,-0.9671
